"","ymd","ym","year","code","addr_1","aptNm","jusoJibun","price","conYear","area","floor","py","cnt"
"182",2021-01-28,2021-01-01,"2021","11140","서울_중구","남산정은스카이","서울특별시 중구 신당동 366-126 남산정은스카이",125000,2005,143,5,2885,1
"183",2021-01-29,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",109800,1999,85,17,4263,1
"184",2021-01-30,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",94000,1999,60,12,5170,1
"185",2021-01-30,2021-01-01,"2021","11140","서울_중구","약수하이츠","서울특별시 중구 신당동 842 약수하이츠",81000,1999,58,1,4609,1
"186",2021-01-30,2021-01-01,"2021","11140","서울_중구","신당푸르지오","서울특별시 중구 신당동 850 신당푸르지오",117000,2005,84,15,4596,1
"187",2021-01-30,2021-01-01,"2021","11140","서울_중구","삼성","서울특별시 중구 신당동 843 삼성",108800,1999,85,1,4224,1
"188",2021-01-30,2021-01-01,"2021","11140","서울_중구","래미안하이베르","서울특별시 중구 신당동 851 래미안하이베르",112000,2011,60,13,6160,1
"189",2021-01-23,2021-01-01,"2021","11140","서울_중구","청계천두산위브더제니스","서울특별시 중구 흥인동 13-1 청계천두산위브더제니스",145800,2014,124,9,3880,1
"190",2021-01-04,2021-01-01,"2021","11140","서울_중구","황학아크로타워","서울특별시 중구 황학동 2523 황학아크로타워",103000,2010,109,12,3118,1
"191",2021-01-04,2021-01-01,"2021","11140","서울_중구","황학동코아루","서울특별시 중구 황학동 882 황학동코아루",95000,2010,85,5,3688,1
"192",2021-01-05,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",122200,2008,115,11,3507,1
"193",2021-01-06,2021-01-01,"2021","11140","서울_중구","DUO302","서울특별시 중구 황학동 819 DUO302",16000,2014,16,17,3300,1
"194",2021-01-08,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",89500,2008,60,16,4922,1
"195",2021-01-10,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",103800,2008,85,13,4030,1
"196",2021-01-15,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",129000,2008,115,28,3702,1
"197",2021-01-18,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",108000,2008,85,14,4193,1
"198",2021-01-18,2021-01-01,"2021","11140","서울_중구","","서울특별시 중구 황학동 1546 ",26000,2015,30,10,2860,1
"199",2021-01-19,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",84000,2008,60,31,4620,1
"200",2021-01-22,2021-01-01,"2021","11140","서울_중구","DUO302","서울특별시 중구 황학동 819 DUO302",16000,2014,16,16,3300,1
"201",2021-01-23,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",84800,2008,60,26,4664,1
"202",2021-01-26,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",136000,2008,115,25,3903,1
"203",2021-01-26,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",104800,2008,85,30,4069,1
"204",2021-01-28,2021-01-01,"2021","11140","서울_중구","한양I-Class","서울특별시 중구 황학동 787 한양I-Class",13000,2013,16,13,2681,1
"205",2021-01-28,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",128000,2008,115,17,3673,1
"206",2021-01-28,2021-01-01,"2021","11140","서울_중구","롯데캐슬","서울특별시 중구 황학동 2545 롯데캐슬",128000,2008,115,17,3673,1
"207",2021-01-09,2021-01-01,"2021","11140","서울_중구","덕수궁롯데캐슬","서울특별시 중구 순화동 217 덕수궁롯데캐슬",94000,2016,56,3,5539,1
"208",2021-01-20,2021-01-01,"2021","11140","서울_중구","순화동더샵","서울특별시 중구 순화동 151 순화동더샵",102000,2007,85,18,3960,1
"209",2021-01-12,2021-01-01,"2021","11140","서울_중구","삼성사이버빌리지","서울특별시 중구 중림동 200 삼성사이버빌리지",136000,2001,85,11,5280,1
"210",2021-01-14,2021-01-01,"2021","11140","서울_중구","삼성사이버빌리지","서울특별시 중구 중림동 200 삼성사이버빌리지",134700,2001,85,11,5230,1
"211",2021-01-20,2021-01-01,"2021","11140","서울_중구","성요셉","서울특별시 중구 중림동 149 성요셉",25000,1975,56,3,1473,1
"212",2021-01-26,2021-01-01,"2021","11140","서울_중구","삼성사이버빌리지","서울특별시 중구 중림동 200 삼성사이버빌리지",148500,2001,115,5,4261,1
"213",2021-01-17,2021-01-01,"2021","11140","서울_중구","대우디오빌","서울특별시 중구 만리동1가 62-7 대우디오빌",79000,2005,74,12,3523,1
"214",2021-01-28,2021-01-01,"2021","11140","서울_중구","LIG서울역리가","서울특별시 중구 만리동1가 231 LIG서울역리가",160000,2012,85,14,6212,1
"215",2021-02-07,2021-02-01,"2021","11140","서울_중구","남산롯데캐슬아이리스","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",83000,2011,45,10,6087,1
"216",2021-02-23,2021-02-01,"2021","11140","서울_중구","남산롯데캐슬아이리스","서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스",165000,2011,134,16,4063,1
"217",2021-02-06,2021-02-01,"2021","11140","서울_중구","남산센트럴자이","서울특별시 중구 충무로4가 306 남산센트럴자이",101000,2009,80,8,4166,1
"218",2021-02-16,2021-02-01,"2021","11140","서울_중구","진양상가","서울특별시 중구 충무로4가 120-3 진양상가",49500,1970,72,7,2269,1
"219",2021-02-18,2021-02-01,"2021","11140","서울_중구","남산센트럴자이","서울특별시 중구 충무로4가 306 남산센트럴자이",107000,2009,80,12,4414,1
"220",2021-02-18,2021-02-01,"2021","11140","서울_중구","남산센트럴자이","서울특별시 중구 충무로4가 306 남산센트럴자이",125000,2009,115,22,3587,1
"221",2021-02-19,2021-02-01,"2021","11140","서울_중구","진양상가","서울특별시 중구 충무로4가 120-3 진양상가",54000,1970,72,8,2475,1
"222",2021-02-01,2021-02-01,"2021","11140","서울_중구","충무로엘크루메크로시티2","서울특별시 중구 충무로5가 36-2 충무로엘크루메크로시티2",34000,2016,36,20,3117,1
"223",2021-02-10,2021-02-01,"2021","11140","서울_중구","충무로헤센스마트","서울특별시 중구 충무로5가 90 충무로헤센스마트",40000,2018,41,2,3220,1
"224",2021-02-26,2021-02-01,"2021","11140","서울_중구","충무로엘크루메크로시티2","서울특별시 중구 충무로5가 36-2 충무로엘크루메크로시티2",20000,2016,23,20,2870,1
"225",2021-02-25,2021-02-01,"2021","11140","서울_중구","신성아파트","서울특별시 중구 인현동2가 192-30 신성아파트",22500,1968,40,10,1856,1
"226",2021-02-03,2021-02-01,"2021","11140","서울_중구","장충","서울특별시 중구 장충동2가 193-29 장충",10750,1981,31,6,1144,1
"227",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"228",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"229",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"230",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"231",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"232",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"233",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"234",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,8,4218,1
"235",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"236",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"237",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"238",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"239",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"240",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"241",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"242",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20450,2020,16,9,4218,1
"243",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"244",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"245",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"246",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"247",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"248",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"249",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"250",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20600,2020,16,10,4249,1
"251",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"252",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"253",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"254",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"255",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"256",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"257",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"258",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,11,4300,1
"259",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"260",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"261",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"262",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"263",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"264",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"265",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"266",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,12,4300,1
"267",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,13,4300,1
"268",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,13,4300,1
"269",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,13,4300,1
"270",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,13,4300,1
"271",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,13,4300,1
"272",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,14,4300,1
"273",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,14,4300,1
"274",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,14,4300,1
"275",2021-02-02,2021-02-01,"2021","11140","서울_중구","오렌지카운티을지로","서울특별시 중구 오장동 145-1 오렌지카운티을지로",20850,2020,16,14,4300,1
